time_s,position_m,velocity_mps,velocity_kmh,acceleration_mps2,motor_rpm,torque_left_nm,torque_right_nm,tractive_force_n,rolling_resistance_n,aero_drag_n,grade_force_n,net_force_n,battery_power_kw,mechanical_power_kw,power_limited
1.5150000000000001,8.178426503364896,10.637077642892836,38.29347951441421,6.607620867840604,1950.7702941256177,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,149.69403769317117,0.0,1579.2213874139043,23.166140313922305,20.849526282530075,0.0
1.52,8.231694486840208,10.670115747232039,38.41241669003534,6.603724110956414,1956.8292658359728,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,150.62536258849244,0.0,1578.290062518583,23.238092910915835,20.91428361982425,0.0
1.5250000000000001,8.285127612127754,10.703134367786822,38.53128372403256,6.5998175785017725,1962.8846643480174,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,151.5590238451519,0.0,1577.3564012619236,23.310003074818354,20.979002767336517,0.0
1.53,8.338725781686419,10.736133455679331,38.65008044044559,6.595901297653446,1968.9364806978733,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,152.49501496790174,0.0,1576.4204101391738,23.381870699180396,21.043683629262354,0.0
1.5350000000000001,8.392488897731036,10.769112962167599,38.76880666380335,6.591975295630783,1974.9847059465835,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,153.43332945131834,0.0,1575.4820956557571,23.45369567784844,21.108326110063597,0.0
1.54,8.446416862233068,10.802072838645753,38.887462219124714,6.588039599695323,1981.02933118015,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,154.3739607798932,0.0,1574.5414643271822,23.525477904965367,21.17293011446883,0.0
1.545,8.500509576921292,10.835013036644229,39.00604693191922,6.584094237150428,1987.0703475095713,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,155.31690242812329,0.0,1573.5985226789521,23.597217274970898,21.23749554747381,0.0
1.55,8.554766943282479,10.867933507829981,39.124560628187936,6.5801392353408925,1993.1077460708852,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,156.2621478606019,0.0,1572.6532772464734,23.6689136826021,21.302022314341887,0.0
1.555,8.609188862562071,10.900834204006687,39.24300313442407,6.576174621652577,1999.1415180252015,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,157.20969053210928,0.0,1571.705734574966,23.740567022893785,21.36651032060441,0.0
1.56,8.663775235764875,10.93371507711495,39.36137427761382,6.572200423512017,2005.171654558742,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,158.15952388770322,0.0,1570.7559012193722,23.812177191178986,21.430959472061087,0.0
1.565,8.718525963655745,10.96657607923251,39.47967388523704,6.568216668386049,2011.1981468828783,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,159.1116413628098,0.0,1569.8037837442657,23.883744083089393,21.495369674780452,0.0
1.57,8.773440946760262,10.99941716257444,39.597901785267986,6.564223383781428,2017.220986234168,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,160.06603638331404,0.0,1568.8493887237614,23.955267594555785,21.559740835100207,0.0
1.575,8.828520085365431,11.032238279493347,39.71605780617605,6.560220597244455,2023.2401638743918,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,161.02270236565073,0.0,1567.8927227414247,24.026747621808482,21.624072859627635,0.0
1.58,8.883763279520364,11.065039382479569,39.83414177692645,6.556208336360588,2029.2556710905897,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,161.98163271689492,0.0,1566.9337923901805,24.09818406137776,21.688365655239984,0.0
1.585,8.939170429036967,11.097820424161371,39.952153526980936,6.55218662875407,2035.2674991950955,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,162.9428208348527,0.0,1565.9726042722227,24.169576810094277,21.752619129084852,0.0
1.59,8.994741433490633,11.130581357305141,40.07009288629851,6.548155502087546,2041.2756395255747,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,163.9062601081519,0.0,1565.0091649989236,24.24092576508952,21.816833188580567,0.0
1.595,9.050476192220934,11.163322134815578,40.18795968533608,6.544114984061684,2047.2800834450577,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,164.87194391633273,0.0,1564.0434811907426,24.31223082379617,21.881007741416553,0.0
1.6,9.106374604332313,11.196042709735886,40.30575375504919,6.540065102414799,2053.280822341976,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,165.8398656299384,0.0,1563.075559477137,24.383491883948583,21.945142695553724,0.0
1.605,9.162436568694773,11.22874303524796,40.42347492689266,6.536005884922466,2059.2778476301964,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,166.81001861060594,0.0,1562.1054064964694,24.454708843583145,22.009237959224834,0.0
1.61,9.218661983944575,11.261423064672574,40.54112303282127,6.53193735939715,2065.271150749055,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,167.78239621115665,0.0,1561.1330288959189,24.525881601038723,22.073293440934854,0.0
1.615,9.275050748484931,11.29408275146956,40.65869790529042,6.527859553687819,2071.2607231633892,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,168.75699177568686,0.0,1560.1584333313886,24.597010054957,22.1373090494613,0.0
1.62,9.3316027604867,11.326722049237999,40.776199377256795,6.523772495679569,2077.246556363576,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,169.7337986396585,0.0,1559.181626467417,24.66809410428297,22.201284693854674,0.0
1.625,9.388317917889085,11.359340911716396,40.893627282179025,6.519676213293246,2083.22864186556,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,170.7128101299897,0.0,1558.2026149770857,24.73913364826524,22.265220283438715,0.0
1.6300000000000001,9.445196118400332,11.391939292782862,41.01098145401831,6.515570734485062,2089.2069712108887,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,171.69401956514545,0.0,1557.22140554193,24.810128586456468,22.329115727810823,0.0
1.635,9.502237259498429,11.424517146455287,41.128261727239035,6.5114560872462235,2095.1815359667453,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,172.67742025522807,0.0,1556.2380048518473,24.881078818713732,22.39297093684236,0.0
1.6400000000000001,9.559441238431797,11.457074426891518,41.24546793680947,6.507332299602543,2101.15232772598,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,173.66300550206773,0.0,1555.2524196050076,24.95198424519894,22.456785820679045,0.0
1.645,9.616807952219999,11.48961108838953,41.362599918202314,6.503199399614069,2107.1193381071394,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,174.65076859931295,0.0,1554.2646565077625,25.022844766379126,22.520560289741212,0.0
